u,g,r,i,z,redshift
18.94384,17.77557,17.23374,16.89706,16.62291,0.1206004
20.83945,18.81128,17.78547,17.35048,17.00243,0.1239525
24.58455,21.27312,19.64214,19.01786,18.60863,0.3729934
18.88342,18.76317,19.09469,19.3902,19.78878,-0.0002139413
26.50283,22.79983,21.30544,20.13712,19.40153,0.6696675
19.81834,19.71345,19.53543,19.30761,19.56145,1.542388
25.16784,21.3405,19.67999,18.82919,18.41505,0.4613787
24.28314,21.47199,20.20526,19.62207,19.32608,0.0002805592
18.01088,16.42049,15.78883,15.55341,15.36043,-8.369455e-05
19.14236,17.5021,16.82171,16.55035,16.39713,-0.0004918662
22.62118,20.50616,18.85789,18.26674,17.88306,0.3400863
21.97818,21.67448,21.19858,21.09377,21.00123,1.150541
22.42558,20.51862,19.73602,19.50401,19.37987,0.0001208672
17.53254,16.04978,15.34215,15.04139,14.88231,-1.978542e-05
22.91396,21.00484,20.59891,20.38167,20.40854,0.0002972317
21.8334,21.58658,20.49488,19.91873,19.68413,0.4851051
23.42973,22.03643,20.3343,19.4216,18.93887,0.5240791
23.46259,21.69206,20.2875,19.47223,18.87613,0.4114791
23.73281,21.28962,20.11096,19.93198,20.03754,1.036483
26.35105,22.56825,21.42724,20.58601,19.94656,-0.0001261401
22.54474,23.31531,22.73914,21.68039,21.22921,0.9797114
18.91499,18.91741,18.73171,18.63168,18.63355,1.363069
23.87197,22.62638,20.83495,19.79672,19.17377,0.5719682
25.2802,23.30599,21.82083,22.45616,21.99415,2.014201
20.71521,20.57093,20.32239,20.16356,20.45569,1.207698
19.6535,18.09411,17.23744,16.80224,16.47966,0.1163199
19.41011,18.59567,18.28431,18.193,18.14529,-0.000338763
20.14138,18.4184,17.4149,16.90604,16.53518,0.167623
19.78048,18.17008,17.18752,16.71431,16.328,0.1226123
24.37965,22.06175,20.31227,19.39161,18.81554,0.522902
23.46342,22.6079,20.58849,19.58537,19.0825,0.5038096
20.61352,18.97119,17.55643,17.06142,16.75705,0.2214484
25.01647,21.58329,19.83047,18.91117,18.53772,0.0001316247
17.78135,17.28842,17.45912,17.64386,17.83057,-0.0001200871
18.97739,17.49328,16.8888,16.63255,16.50819,-6.636865e-05
22.79534,20.41623,19.36005,18.90266,18.46067,0.1500074
20.69568,19.26777,18.67006,18.42301,18.31096,0.000209888
23.19335,19.44248,17.82911,17.22987,16.88188,0.2960671
22.31742,19.72811,18.09534,17.46216,17.10882,0.3042876
20.48506,19.36718,18.87487,18.76573,18.7234,-7.187381e-05
24.35884,22.53541,21.09551,20.16174,19.86809,0.5661011
24.79565,22.66833,20.7893,18.89083,17.73226,-0.0001408636
25.86801,21.50944,19.71067,18.89242,18.39453,0.4875241
20.35113,18.35003,17.23017,16.70339,16.26077,0.1189498
25.23253,24.06444,21.69397,20.45382,19.68117,0.7006143
18.57385,17.66605,17.3472,17.22316,17.20394,-0.0001679393
19.2501,19.17997,19.20738,18.93709,18.96557,1.744659
22.47898,21.91021,22.09604,21.91783,22.24842,2.040468
22.31007,22.24481,20.56258,19.63974,19.22135,0.5337169
21.4613,20.67249,20.18967,19.49485,19.2934,0.6294335
20.23176,20.09687,19.82363,19.91295,19.96243,1.220019
20.24997,18.44661,17.68326,17.40911,17.30328,-0.0001548892
22.68665,21.08312,19.31044,18.62422,18.18407,0.3705935
21.71324,21.08225,20.50951,20.44613,20.36984,-9.818929e-05
25.35266,22.64261,21.22101,20.19854,19.42821,0.6828793
24.68583,22.60169,21.30057,20.7421,20.32715,6.469366e-05
20.58756,20.12238,20.28452,20.32784,20.65097,-0.0003707707
17.68486,16.33846,15.70067,15.34254,15.09094,0.05397402
22.27434,22.52407,22.02686,21.35541,20.50933,0.7800066
21.56044,20.77392,20.1945,19.85361,20.02757,1.423732
26.12667,21.64982,19.78685,18.8916,18.29237,0.459104
19.10028,18.05347,17.66201,17.29179,17.19356,0.09627831
22.23999,20.76951,20.09003,19.89067,19.55926,-0.000335473
23.32114,22.67161,21.98374,21.45824,21.09595,0.7732807
18.85376,17.63624,17.09915,16.77308,16.58518,0.07916908
20.93113,20.56726,20.2532,19.72139,19.58502,1.750261
16.83933,14.84515,13.94891,13.54387,13.21965,0.04446858
18.17582,16.85587,16.09575,15.65964,15.35175,0.06278875
24.82222,22.62323,20.81389,19.87728,19.33235,0.5626638
21.60574,21.67649,20.23097,19.36453,18.71097,0.4610053
24.00154,23.23489,21.1196,20.4352,19.63529,0.7067077
24.30502,21.42791,19.77768,18.99626,18.60185,0.4314833
24.78025,21.11601,19.24166,18.33856,17.94423,0.4751455
22.07565,20.36874,19.80856,19.57629,19.16265,2.558439
18.11024,16.38972,15.77353,15.58844,15.50399,-0.0003696518
23.98898,22.41237,19.91404,18.94732,18.38441,0.4241756
20.03246,17.49414,16.33119,15.91675,15.67995,0.0001332523
21.54974,20.76485,20.53745,20.36519,20.68203,-0.0007258109
18.11653,16.75653,16.10716,15.75005,15.53818,0.07268157
16.68273,15.65848,15.46199,15.42704,15.42109,0.0001636465
22.80989,21.70693,20.52085,19.71284,19.16765,0.6271275
19.415,17.42373,16.49386,16.07196,15.71952,0.07443563
21.31526,20.97153,21.23071,21.42343,22.42978,0.03143122
22.57331,23.12894,21.4667,20.38974,19.75262,0.6767117
14.50678,12.67902,11.74664,11.29956,10.91847,0.007589578
20.09995,18.21416,17.26484,16.84165,16.51341,0.1177032
26.03676,21.42587,19.79838,18.86638,18.41547,0.5004985
23.03688,22.04134,20.35306,19.79175,19.42382,0.3204616
20.53816,18.59341,17.49123,16.94442,16.59948,0.1517085
19.55885,18.39285,18.3888,18.43448,18.54697,0.0001593769
20.43335,20.4567,20.51107,20.21173,20.19486,1.716217
18.81495,17.84264,17.42082,17.26415,17.19651,0.0001220516
23.82298,20.78701,19.74942,18.90018,18.40274,0.5371301
23.32533,23.86178,21.58508,20.4055,19.59039,0.7480944
22.36169,21.96345,20.41568,19.60665,19.26127,0.4879745
25.27987,22.18118,20.48654,19.53954,19.18717,0.5221539
26.52084,21.37981,19.64261,18.60832,18.1582,0.5133576
23.31868,22.58647,21.14292,20.08921,19.54956,0.5711829
21.90859,21.78311,21.42823,20.91146,21.39142,0.7299451
23.98547,22.36366,20.65496,19.67153,19.29137,0.520514
26.01705,22.90857,21.33232,20.0981,19.60183,0.638464
22.99081,22.54605,22.36814,21.22256,19.8905,1.020805
23.05099,22.77441,20.55629,19.46318,18.86513,0.557355
23.37591,21.83636,20.28696,19.3259,18.9362,0.5046998
22.48709,21.83258,21.85103,21.61159,21.62447,2.502577
21.70748,21.02158,19.82623,18.55155,17.98323,0.5663007
20.65836,20.6363,19.98579,19.90832,19.82892,1.342983
21.2014,20.80278,20.37263,20.09539,20.04734,1.523205
24.8625,22.37076,20.96652,19.90076,19.61012,0.518448
19.26216,18.99417,19.02277,18.95411,18.89231,0.694382
20.79171,18.78279,17.75193,17.32332,16.90386,0.1260595
23.1789,20.80974,18.95824,18.30208,17.92168,0.3914472
17.97338,17.05485,16.71418,16.58064,16.55424,-0.0006790526
21.02365,19.32669,18.72636,18.47699,18.29524,-0.000172774
22.13707,19.81458,18.40799,17.86453,17.50038,0.1827506
22.17932,20.35888,19.46329,19.10347,18.9011,-0.0002628529
22.7948,21.48981,21.25846,21.32628,21.30323,-4.407786e-06
23.04198,21.93125,20.21445,19.4285,18.87182,0.4433385
22.27659,22.69532,20.94341,19.79282,19.21166,0.5919933
24.30597,22.3702,20.63857,19.63033,19.19373,0.5303029
17.99099,16.96728,16.64428,16.4344,16.31919,0.04428633
22.64194,22.61187,21.94489,21.67456,21.04394,0.3217516
25.15072,22.92718,21.30303,20.17105,19.48865,0.5768451
23.1059,22.1944,20.38527,19.51958,19.07818,0.4571204
19.34385,18.21485,17.74345,17.39526,17.25346,0.08689471
17.94436,17.01731,16.69954,16.59265,16.55961,-0.0004818472
26.27645,22.91236,21.2473,19.8705,19.37793,0.6787853
24.51426,22.752,21.2634,20.14098,19.66039,0.6243553
22.10268,22.07211,20.37899,19.36428,18.6978,0.5629584
21.68893,20.71124,20.09725,19.8772,19.91346,-0.0007575327
15.72869,14.47018,13.65948,13.42487,13.39041,-8.259826e-05
22.81585,21.31689,19.48991,18.78698,18.41071,0.4126797
20.78221,18.57377,17.32727,16.85277,16.47045,0.1693805
22.53877,21.40156,20.96138,20.71896,20.86247,0.4122564
22.20035,20.66658,20.03131,19.69977,19.57308,-0.0008076425
24.06967,22.37077,20.74454,19.94662,19.40568,0.5229387
23.68896,22.08174,21.38475,20.45481,20.07842,0.7101572
22.36734,22.15983,21.8362,21.35974,21.2643,0.0
23.0804,23.93056,21.76841,20.59497,19.76914,0.8765436
23.87927,21.29471,19.87315,19.22475,19.01373,-0.0001133897
21.28203,21.29467,21.11945,20.84338,20.71058,1.689696
19.95387,18.5196,17.53068,17.05999,16.73107,0.2044588
24.66822,24.08077,22.85671,22.21854,22.22568,0.0
24.98133,22.83408,22.25091,21.98772,21.46248,0.9496195
23.51653,22.64942,21.12454,19.93985,19.54083,0.5567421
20.20187,18.45049,17.46604,17.02083,16.68185,0.09908511
26.46931,23.26789,21.06129,19.96748,19.09262,0.5983334
20.97594,18.88445,17.77078,17.33785,17.03452,0.1953581
21.58241,21.27901,21.24621,20.91867,20.92781,0.9115545
17.77719,16.05596,15.40725,15.18724,15.10808,1.273484e-05
23.84496,22.60277,21.08548,20.00103,19.71011,0.5271901
18.67503,16.98232,16.12662,15.67978,15.38163,0.05923134
22.50481,22.32392,20.61377,19.47651,18.97134,0.5742179
20.22844,19.83007,19.62845,19.74672,19.63703,1.007285
22.49283,22.5053,20.73629,19.41682,18.71712,0.678998
19.42182,17.91051,17.19345,16.80112,16.49942,0.07919434
22.60228,22.05457,20.45656,19.22176,18.96721,0.5618856
21.64385,21.12179,20.97402,20.68537,20.36397,2.066832
23.36334,21.58387,21.15084,20.31057,21.12486,0.252645
24.97303,22.15658,21.84679,20.82607,19.9513,0.7607655
19.29964,17.69568,16.83472,16.3161,15.99459,0.1131573
21.61026,20.95746,19.95119,19.57843,19.15605,0.3865266
23.01805,22.02366,21.33956,20.32602,19.96924,0.7929985
18.99577,18.07433,17.77546,17.69728,17.65218,-0.0003746099
23.2611,21.26219,19.52104,18.43331,17.97798,0.5638949
26.60382,20.94036,19.02841,18.39347,17.99749,0.3759628
22.30434,21.84081,21.71433,21.72909,22.38621,-0.0004296805
26.89503,22.16537,20.46114,19.6456,19.02688,0.5533799
25.68645,21.70786,19.79456,19.10126,18.68029,0.3951751
22.07301,20.43209,18.74404,18.14809,17.80197,0.3131778
23.42744,22.37514,22.19915,21.45102,21.52321,0.7487232
18.83727,17.69287,17.32239,17.04395,16.9878,0.06584192
19.59655,18.19143,17.68137,17.49624,17.45818,0.0001984674
23.63867,21.62809,20.24726,19.41996,19.02436,0.3954322
27.25655,22.09478,20.59751,19.40875,18.79076,0.6152886
25.73363,21.78415,20.43608,19.47625,18.98484,0.497535
24.47196,21.19774,19.27168,18.57087,18.10213,0.3465716
24.24381,20.81842,20.13924,19.87872,19.81852,0.0005746128
26.54829,22.81444,20.88042,19.6762,19.20957,0.5900915
21.21148,20.471,20.41181,20.28727,20.13026,2.305652
22.98276,22.76591,20.73874,19.67777,19.21421,0.5664597
25.07692,23.15876,20.85767,19.82466,19.23027,0.5383037
20.14112,18.43435,17.65487,17.2045,17.03101,0.09376708
22.97202,22.4158,21.47069,20.69138,20.52695,0.5222684
24.0582,22.92365,21.67872,21.08734,20.47092,0.7474033
24.84305,21.77806,20.20935,19.34472,18.88005,0.5136483
18.99698,17.72148,17.08169,16.718,16.482,0.06869741
26.23633,21.12981,19.22882,18.53169,18.03758,0.3932908
22.35593,20.81448,20.09129,19.79582,19.62012,0.000202284
23.529,21.32526,19.69767,18.72773,18.32527,0.4618113
18.34753,16.34895,15.45765,15.03329,14.70766,0.04682169
22.76802,20.90017,19.57741,19.0398,18.67426,0.1759624
25.21189,23.58091,22.38717,20.03894,18.55612,8.403281e-05
19.14688,17.611,16.95856,16.72603,16.58915,8.094374e-05
21.75807,21.0804,20.5762,20.48453,20.16953,-0.0001151673
23.31735,22.41424,20.76732,19.80904,19.29208,0.4975037
24.58749,22.10218,21.42932,20.70604,20.46618,1.567267
24.47147,22.11432,20.81487,19.83225,19.68168,0.5957676
22.5386,21.86628,22.05245,21.90746,21.39315,2.421073
22.36172,21.95269,20.46377,19.59583,19.11666,0.5209669
21.92194,21.71563,20.53015,19.64834,19.17681,0.6363891
20.73801,20.30159,20.11914,20.20843,19.85458,0.8837506
24.81407,20.91148,19.07491,18.39059,17.91214,0.4041269
21.04943,20.8398,20.75757,20.56534,20.59401,1.585789
24.04253,23.68952,21.22476,20.05274,19.47632,0.6101226
20.41393,19.82171,19.75188,19.70892,19.50393,2.539114
21.91403,20.41302,18.783,18.1245,17.73318,0.4395549
23.29908,23.92216,21.76008,20.69572,19.89639,0.8266169
24.89933,22.51315,20.67721,19.70753,19.18171,0.5499959
18.51929,17.33931,17.51008,17.68875,17.84964,-0.0008525883
22.75723,21.33166,21.06693,20.91171,21.87697,2.997841
25.35713,21.39903,19.7941,18.96281,18.37136,0.4870134
22.42664,21.98558,21.89816,21.43705,21.32266,1.750801
25.67272,23.22198,21.35326,20.45579,19.67134,0.6558526
19.88877,17.87793,16.78459,16.33785,15.94767,0.1391739
25.956,23.10133,21.28708,20.0413,19.50521,0.6605858
23.30921,21.84164,20.38842,19.42862,18.96779,0.6658269
18.69936,17.50115,17.12529,16.99531,16.96884,-0.0003507515
20.96715,18.72233,17.47252,16.97793,16.61861,0.1681633
21.56477,20.66909,20.3571,20.26073,20.31887,-0.0006488275
22.17191,21.4476,20.27678,19.46512,19.12977,0.4298356
22.10902,21.8912,22.06518,21.52327,21.26576,1.661884
23.29444,23.07709,20.90019,19.77551,19.46416,0.5558657
21.80519,19.57914,18.06042,17.54988,17.15522,0.220016
23.42554,20.80972,19.12136,18.41691,17.93225,0.3448057
24.34182,21.63891,20.02871,19.14706,18.80908,0.5188609
23.71315,21.46242,19.74506,18.79692,18.47432,0.5506678
23.50681,22.38549,21.00634,19.66737,19.22073,0.6091467
25.51278,22.20845,21.92651,21.90976,21.58644,0.9962996
18.86071,17.05857,16.27137,15.85721,15.56396,0.06138999
21.772,19.40325,17.95609,17.44017,17.0905,0.248541
21.79724,20.30043,18.71901,18.08954,17.73094,0.3084677
21.39335,21.81972,21.26867,21.43251,21.4527,1.360153
22.94948,19.90955,18.43507,17.84952,17.45665,0.2514768
23.43205,21.484,20.2761,19.42262,19.09604,0.5360903
22.98903,21.68651,20.06422,19.22962,18.82438,0.4549212
18.09586,17.1964,16.86447,16.76001,16.68621,0.0002564278
22.11209,21.76577,21.23161,20.76482,21.10333,0.5485049
24.12799,21.11423,19.2779,18.48042,18.16492,0.436916
22.61669,22.26205,20.69292,19.58609,18.95963,0.5101358
22.67604,21.47495,20.33551,19.32142,18.91099,0.6196353
20.71145,18.80882,17.83517,17.39113,17.03034,0.1144107
22.00414,21.6608,21.27659,20.96313,20.82863,1.839516
18.9047,17.92458,17.36303,17.02495,16.85739,0.1637437
21.0547,20.79757,20.49956,20.41795,20.28926,0.9470256
19.6469,18.05704,17.54086,17.20449,17.02781,0.08838677
23.8536,21.55936,20.11856,19.2775,18.68432,0.3124306
25.10247,23.23853,21.32911,20.19365,19.90729,0.6139051
19.63101,18.39311,17.87796,17.55927,17.33929,0.05231712
25.53587,22.9847,20.85644,19.82553,19.46628,0.618953
20.66422,20.48142,20.47708,20.33171,20.07958,2.191074
19.8441,18.4944,17.61073,17.16733,16.85934,0.1682311
21.48547,20.86415,20.86198,20.78192,20.48998,2.409627
25.41988,21.23234,19.44376,18.79558,18.48199,0.3567392
24.26685,21.0684,19.23749,18.58122,18.18058,0.3437792
23.52598,21.49518,19.95951,18.90936,18.39269,0.5429567
22.26665,19.90042,18.31597,17.7541,17.32802,0.2741838
22.1317,21.87865,20.47716,19.66556,19.26699,0.3322554
23.95648,21.34026,19.43365,18.6757,18.16904,0.4374152
19.08627,17.7534,17.18844,16.99372,16.91537,-0.0006732889
20.71408,19.59854,19.12534,18.94837,18.92555,9.68555e-05
23.05725,20.74076,18.89439,18.27167,17.93963,0.369151
23.93712,21.87982,20.19843,19.18884,18.72734,0.5235747
24.50392,21.8972,21.1263,20.79458,20.36792,6.449718
17.35831,15.54456,14.6947,14.27752,13.9323,0.02817199
22.12705,21.35701,20.35259,19.40146,18.77738,0.7264317
23.85673,22.37745,20.95267,19.85196,19.38635,0.5748994
26.89943,24.94706,22.37741,20.9709,19.68504,0.6465157
21.54748,21.4141,21.27619,20.84745,20.95687,1.742975
24.63462,23.03648,21.38901,20.1458,22.8269,6.983865
22.61692,22.32065,22.06395,22.13147,21.99773,1.940656
22.31396,21.80306,21.87099,22.05362,21.75727,2.38305
23.02311,21.69597,20.2184,19.33812,18.75483,0.4938665
17.64742,16.61633,16.3461,16.12901,16.03341,0.03762954
23.05539,23.80466,21.73131,20.84315,20.0784,0.0002323358
21.75,19.87231,19.08787,18.80017,18.66158,-0.0001087474
21.04215,19.11556,17.60542,17.06676,16.76005,0.2530123
22.47909,21.4313,19.62575,18.74907,18.29408,0.4966986
20.46168,19.63049,19.13634,18.92901,18.66577,2.334005
19.15458,17.15644,16.18596,15.74949,15.39934,0.08328816
26.44689,22.1566,20.43817,19.40959,19.10398,0.5553434
20.45215,18.63122,17.78983,17.45289,17.15905,0.1092993
21.65889,19.41329,17.97949,17.44863,17.05684,0.2553708
22.26205,19.90837,18.21884,17.52384,17.22319,0.3566472
21.04289,19.90808,18.34505,17.74445,17.33999,0.3080674
18.00034,17.04624,16.70968,16.55215,16.51973,-0.0002606284
22.52701,21.32519,19.53772,18.83737,18.42283,0.3900941
20.56676,20.38727,20.10284,19.96146,19.85441,1.096517
18.53949,17.60236,17.30653,17.18423,17.17712,-0.0005392096
26.20661,21.93502,20.12485,19.31678,18.8424,0.4590794
25.46544,23.43135,21.61989,20.51161,19.64268,0.6894312
23.94735,21.41037,19.8832,19.04387,19.07197,2.736772e-05
21.48325,19.49029,18.22982,17.74475,17.41683,0.1922024
19.95802,18.47653,17.63413,17.20971,16.88496,0.08704776
22.73808,21.83921,21.63895,21.33524,21.09186,1.503833
19.65562,18.79013,18.58784,18.5074,18.52006,-0.0003711094
19.15826,17.92411,17.42035,17.11989,16.89171,0.05529341
19.78401,18.917,18.52388,18.38194,18.32277,2.878935e-05
24.05397,20.61987,19.53884,19.15674,19.38127,-7.992085e-05
22.50515,22.18067,20.96923,19.75677,19.0379,0.6792189
26.5143,20.96264,19.20798,18.55152,18.12272,0.3750739
24.15259,23.24664,22.12803,20.98585,20.37901,0.6437107
22.5245,22.24636,20.66285,19.54693,19.07636,0.5589897
20.27555,18.49365,17.41726,16.963,16.59513,0.1350296
20.81303,20.64997,20.67525,20.42087,20.08209,2.116112
20.0048,18.77357,17.88807,17.40051,17.10961,0.1863849
26.26178,23.51871,22.02259,20.52386,19.75962,0.7130393
24.80653,21.95883,20.68116,19.87575,19.50748,0.3527058
23.43707,21.89765,20.55049,19.65188,19.24076,0.5638634
25.86983,24.58533,21.59547,20.28197,19.60209,0.7735694
21.21364,20.9645,20.53943,20.48621,20.2707,0.9527773
24.15472,20.78563,19.79409,18.94863,18.55434,0.520732
23.12943,23.11011,21.38455,20.23318,19.58964,0.5974147
20.45988,19.00859,18.26817,17.89896,17.65049,0.1312406
21.98953,21.52679,21.04966,20.99091,20.93564,1.207062
22.31305,20.50288,20.21018,20.19786,20.22824,3.171908
24.2027,20.21877,18.64382,18.08098,17.69418,0.3053378
19.97953,18.06765,17.08747,16.70218,16.35315,0.1185852
21.16745,20.91798,20.84237,20.72736,20.29763,2.120462
22.57214,21.25133,19.92189,18.62571,19.12077,0.190115
23.69245,21.71044,20.57351,19.71828,22.86851,0.3878106
21.23724,21.09245,21.0256,21.16281,20.93667,0.9564738
22.35525,22.26678,20.52863,19.45513,18.8012,0.6116651
23.235,21.82975,20.2729,19.48917,19.02575,0.4407298
22.69966,22.40162,21.74685,21.41866,21.73376,1.082349
24.90529,22.37401,20.68479,19.62008,19.09428,0.5635604
24.25126,21.85265,20.19153,19.60068,19.20524,0.3432628
21.96996,21.3384,20.29309,19.38747,19.05539,0.5942021
24.33292,21.36035,20.19554,19.2845,18.87162,0.5146177
23.1088,21.79074,20.08797,19.24164,18.80712,0.9437768
26.02549,22.47187,20.63194,19.60188,19.08069,0.542927
24.4742,23.06671,21.19922,20.17855,19.27325,0.7646602
21.35963,21.20191,21.1283,20.97157,21.177,1.530299
19.96624,19.05234,18.7503,18.64469,18.5804,-0.0007084735
25.40995,22.14613,20.39288,19.58634,19.18532,0.4068093
21.27616,21.20626,21.24837,21.02192,20.66874,1.728709
18.31688,16.42467,15.64986,15.35264,15.20311,-0.0002130656
22.96918,22.62507,20.68937,19.60461,19.17018,0.5768915
22.47456,21.79775,21.61338,21.50538,21.31688,-0.0005390575
19.08217,17.71943,16.97442,16.57177,16.25946,0.1002947
16.98743,15.80174,15.35315,15.13069,14.98104,0.02545161
22.14166,20.83903,19.04093,18.36831,17.91607,0.3467021
19.72092,17.94433,17.12503,16.75545,16.45396,0.05433946
21.84938,21.02771,20.55078,20.07178,19.76234,0.661005
22.41265,22.30893,21.46115,20.98545,20.33715,0.9582849
23.14158,20.48472,18.73905,18.10525,17.74068,0.3812301
18.67326,17.44835,16.80569,16.41924,16.17858,0.1036711
24.76176,22.78287,21.48659,20.31966,19.55722,-0.0002147512
23.24775,20.40327,18.66257,17.99507,17.60026,0.3255377
23.4921,21.56451,21.30817,20.90227,20.67382,2.984487
21.44674,19.75954,18.48919,17.99506,17.77187,0.2088531
23.24568,22.72838,20.8898,19.88694,19.37859,0.4565906
18.38426,17.16695,16.38097,15.95168,15.67543,0.1603603
26.13161,22.96991,20.70265,19.50992,19.11917,0.6098989
20.99287,18.51511,17.28491,16.79414,16.46355,-7.62195e-05
22.51314,22.03942,20.33535,19.08038,18.60014,0.6870106
18.96659,17.45145,16.53665,16.12752,15.84143,0.1542231
23.96427,22.07735,20.09299,19.1381,18.59807,0.5288985
19.52471,18.21284,17.68404,17.49435,17.42382,-0.000219953
25.833,20.37921,18.71336,18.123,17.76982,0.3248351
22.56379,23.02584,22.02227,20.7401,19.78807,0.09375242
21.01261,19.7277,19.18649,18.87013,18.78242,0.184096
23.96917,22.25648,20.52938,19.45855,18.96572,0.5753137
27.62276,22.27173,20.47989,19.37346,18.90971,0.5511245
26.036,22.30209,20.72502,19.70986,19.1031,0.5313203
18.69988,17.39397,16.84388,16.64397,16.51726,-0.0004176302
24.74888,21.68401,21.5787,21.07793,21.04169,-0.0005327147
21.75721,21.13208,20.95785,21.09414,20.55061,2.539545
20.63436,18.40734,17.42551,17.03465,16.78284,-0.0001687538
